freelancer_id,hourly_rate,experience_years,rating,completed_projects,on_time_delivery_rate,response_time_hours,profile_views,repeat_client_rate,skill_category,country,english_level,availability,platform_badge,cluster,cluster_name,pc1,pc2
4850,24.88,5.1,4.42,50,82.7,8.0,726,36.8,digital_marketing,Colombia,intermediate,part_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.2609418048670474,-1.023436561318158
4851,9.69,1.5,3.71,33,71.5,24.6,1606,18.8,machine_learning,Chile,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.063932553479956,-0.14125935973610643
4852,17.81,0.4,3.66,21,81.7,38.3,968,8.4,customer_support,Mexico,native,weekends,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.391769420521763,-0.01578569696374615
4853,20.81,6.5,4.22,25,83.6,4.3,1366,17.0,machine_learning,Guatemala,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.5787497599220014,-0.960984538435689
4854,60.67,12.0,4.98,95,91.2,5.3,2273,65.1,graphic_design,Colombia,intermediate,part_time,none,1,Alto completed projects / Alto experience years,2.461198982304383,-0.325842321684322
4855,13.23,0.4,3.9,32,85.4,45.3,1236,7.8,mobile_development,Guatemala,advanced,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.214684785478285,-0.11336051162730058
4856,54.13,8.5,2.98,38,46.3,18.5,1333,14.7,mobile_development,Chile,advanced,full_time,expert_vetted,0,Bajo on time delivery rate / Bajo rating,-2.001350900354154,2.211617946756925
4857,27.47,5.0,4.55,83,90.7,8.0,2167,45.1,machine_learning,Mexico,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.6057253719474723,-1.0366623807854025
4858,35.69,3.7,4.46,110,91.9,4.0,3028,36.7,customer_support,Costa Rica,advanced,weekends,none,2,Bajo response time hours / Alto on time delivery rate,0.757394958803008,-0.8486801468344745
4859,27.57,6.4,4.25,80,94.4,15.2,2635,32.0,digital_marketing,Peru,intermediate,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.39457398624274037,-0.5099308254044946
4860,9.57,3.0,3.68,13,67.8,20.1,394,4.6,mobile_development,Guatemala,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.5271873073351117,-0.245672069493447
4861,27.47,3.0,4.49,62,94.7,4.2,876,52.2,copywriting,Colombia,basic,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.35306506564885287,-1.5701867843936241
4862,11.65,0.4,4.34,28,67.2,38.1,1290,10.7,copywriting,Colombia,native,full_time,expert_vetted,0,Bajo on time delivery rate / Bajo rating,-2.3182915200336875,-0.2959562023542922
4863,27.86,5.1,4.32,112,83.3,4.9,1899,19.4,machine_learning,Peru,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.03867262663817989,-0.6747779341669797
4864,21.93,3.4,4.75,117,89.7,3.2,1684,21.7,mobile_development,Guatemala,advanced,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.23056799800817884,-1.4651440883258313
4865,63.83,12.3,4.61,122,93.0,2.3,1634,86.9,mobile_development,Chile,basic,part_time,top_rated,1,Alto completed projects / Alto experience years,2.7921561283533647,-0.09000638825986959
4866,17.47,0.4,4.23,35,86.4,32.2,804,3.3,digital_marketing,Argentina,intermediate,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.8514048416097586,-0.7583036766331116
4867,20.54,2.3,4.2,18,87.6,13.4,1335,16.9,customer_support,Colombia,intermediate,part_time,expert_vetted,2,Bajo response time hours / Alto on time delivery rate,-1.0666927013330467,-1.0881141658603855
4868,19.16,1.4,3.89,5,69.4,47.4,508,21.7,copywriting,Peru,native,limited,rising_talent,0,Bajo on time delivery rate / Bajo rating,-2.5434455919698475,0.31550026403395265
4869,67.92,7.5,4.82,255,99.1,4.5,7091,51.8,copywriting,Argentina,basic,full_time,none,1,Alto completed projects / Alto experience years,3.600305380875316,0.45216817475400534
4870,10.94,0.7,3.7,4,81.6,24.0,227,23.2,graphic_design,Costa Rica,basic,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.145545372033969,-0.726680697596602
4871,34.14,3.1,4.4,44,86.5,5.8,1989,18.3,customer_support,El Salvador,native,part_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,-0.3407790856638013,-0.996445121617014
4872,83.48,10.7,4.81,331,97.3,4.8,9851,62.7,web_development,Guatemala,advanced,part_time,rising_talent,1,Alto completed projects / Alto experience years,5.072525901343592,1.6203129217889038
4873,28.04,3.6,3.98,34,59.4,26.5,590,4.5,graphic_design,Argentina,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.2515079456514293,0.3621542902321799
4874,34.24,3.7,4.33,100,94.1,13.9,3387,52.5,data_analysis,Guatemala,intermediate,part_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.8564661743599006,-0.5283150038765495
4875,36.37,6.9,4.54,41,84.3,15.3,1161,17.0,customer_support,Guatemala,native,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.26264687445390505,-0.6003485022999909
4876,8.69,1.6,4.25,7,67.3,47.7,707,5.0,machine_learning,Guatemala,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.7493567091137736,-0.036458738732095056
4877,21.79,3.7,4.55,25,88.3,13.3,1318,35.1,digital_marketing,Chile,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.33008627941998286,-1.3026912749734063
4878,16.1,0.1,3.69,16,75.2,37.8,1181,16.7,web_development,Chile,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.4422391240769197,0.05322423736573675
4879,50.33,8.9,3.89,80,50.6,35.8,1266,13.8,mobile_development,Guatemala,advanced,weekends,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.4295828862899513,1.914713133995875
4880,108.35,3.1,3.05,30,83.5,75.22,1441,26.1,copywriting,Mexico,basic,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.4833589774061358,3.437671049160595
4881,12.5,1.1,4.11,19,80.7,16.4,1044,7.7,customer_support,Peru,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-1.7881433959350146,-1.0200954370069715
4882,24.48,6.2,4.39,64,89.9,6.5,1719,35.6,digital_marketing,Costa Rica,intermediate,weekends,none,2,Bajo response time hours / Alto on time delivery rate,0.258190729561318,-1.0096995189379192
4883,94.03,13.6,4.99,203,96.5,1.6,7475,61.3,graphic_design,Chile,intermediate,part_time,top_rated,1,Alto completed projects / Alto experience years,4.595870589058213,1.1255965570001192
4884,19.56,2.5,3.52,8,74.7,31.5,351,4.9,customer_support,Mexico,basic,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.572962746724042,0.1538503369812958
4885,44.22,3.4,4.39,87,82.8,7.6,2185,44.5,web_development,Colombia,advanced,weekends,none,2,Bajo response time hours / Alto on time delivery rate,0.36173984010170035,-0.5020631609418541
4886,77.88,11.6,4.87,145,92.7,7.5,2258,40.4,mobile_development,Colombia,intermediate,limited,none,1,Alto completed projects / Alto experience years,2.3695719055297375,0.2189835893264086
4887,22.04,6.7,4.68,62,83.8,15.8,1592,33.7,graphic_design,Costa Rica,intermediate,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.07753755191133542,-0.8462993482662992
4888,10.21,1.2,3.66,12,79.5,20.4,922,22.6,copywriting,Peru,basic,limited,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.9797786108957847,-0.6198827233190363
4889,68.42,14.3,4.66,115,94.0,5.7,2486,86.6,digital_marketing,Costa Rica,basic,weekends,none,1,Alto completed projects / Alto experience years,3.1533911660996456,0.23056841776629305
4890,35.64,6.4,4.31,85,93.8,10.6,1082,28.2,customer_support,Peru,intermediate,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.27232602629396924,-0.6916296375823496
4891,58.75,12.4,4.95,316,90.8,3.2,6787,77.9,data_analysis,El Salvador,native,part_time,top_rated,1,Alto completed projects / Alto experience years,4.519937521800174,0.8463205740918093
4892,53.35,5.1,3.07,23,49.0,47.2,1176,9.2,mobile_development,Chile,advanced,part_time,none,0,Bajo on time delivery rate / Bajo rating,-2.8547649581106467,2.586621349160758
4893,19.17,0.9,4.13,6,87.4,26.2,921,24.8,machine_learning,Guatemala,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.4717119118053483,-0.9011115340324664
4894,37.23,4.1,4.26,83,90.6,4.6,2997,25.4,digital_marketing,Colombia,advanced,part_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.3278459535290577,-0.6323844402311817
4895,30.57,3.5,4.29,111,86.6,6.0,1904,26.1,graphic_design,Costa Rica,native,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.012588003019550055,-0.7706959444513563
4896,21.4,4.0,3.9,86,64.4,39.0,3897,12.2,digital_marketing,El Salvador,intermediate,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.4644789649952934,1.1141830611678556
4897,27.56,4.0,4.64,30,92.8,14.2,1114,38.8,data_analysis,El Salvador,intermediate,part_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.007879758077468225,-1.3328784882434361
4898,18.63,2.5,4.03,21,66.2,19.5,1132,23.4,web_development,El Salvador,advanced,full_time,verified,0,Bajo on time delivery rate / Bajo rating,-1.7912628611292836,-0.3021176695678871
4899,11.97,2.1,3.84,21,78.1,19.5,1069,10.4,customer_support,Colombia,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.9368206278391387,-0.5782358419464209
4900,44.02,4.7,4.33,90,94.7,10.3,1180,33.8,web_development,Guatemala,intermediate,full_time,none,2,Bajo response time hours / Alto on time delivery rate,0.38219574051820776,-0.7074081726483634
4901,90.41,13.5,4.74,163,91.3,7.5,5597,76.7,digital_marketing,El Salvador,basic,weekends,none,1,Alto completed projects / Alto experience years,3.8923765329141773,1.1671521326363847
4902,13.53,2.1,4.36,5,79.3,13.0,187,19.5,machine_learning,Costa Rica,advanced,part_time,expert_vetted,0,Bajo on time delivery rate / Bajo rating,-1.5149436352596837,-1.3627919035531757
4903,37.61,3.1,4.3,116,83.2,4.6,1517,44.3,data_analysis,Costa Rica,intermediate,part_time,none,2,Bajo response time hours / Alto on time delivery rate,0.2694701683007644,-0.6520846123405655
4904,34.64,4.8,4.7,62,90.6,9.7,1379,27.8,customer_support,Guatemala,intermediate,part_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.20913444638831485,-1.1302995123111976
4905,15.06,2.4,4.08,32,72.9,15.2,1208,12.8,copywriting,Colombia,intermediate,part_time,verified,0,Bajo on time delivery rate / Bajo rating,-1.6691014840552236,-0.6417200111343734
4906,91.06,13.3,4.84,252,91.4,3.1,7835,45.0,data_analysis,Costa Rica,intermediate,full_time,verified,1,Alto completed projects / Alto experience years,4.262509482641263,1.5239990168161908
4907,33.92,3.7,4.65,52,94.9,13.1,2629,42.7,web_development,Peru,advanced,weekends,none,2,Bajo response time hours / Alto on time delivery rate,0.5589235914905135,-1.094624275998856
4908,93.68,13.5,4.71,108,92.8,5.4,3050,75.2,web_development,Mexico,basic,full_time,top_rated,1,Alto completed projects / Alto experience years,3.255602090771052,0.6881834482712195
4909,36.11,4.5,4.61,69,94.5,13.2,1039,33.0,machine_learning,Costa Rica,intermediate,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.25338665616699624,-1.1003453024980596
4910,80.97,11.1,4.86,182,97.7,6.0,5806,49.5,data_analysis,Colombia,advanced,full_time,rising_talent,1,Alto completed projects / Alto experience years,3.4670422544498525,0.6302036722530432
4911,32.39,5.0,4.26,97,90.8,9.4,3804,34.8,machine_learning,El Salvador,intermediate,part_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.6473661855532572,-0.40710455467386397
4912,22.28,1.8,3.91,71,56.9,63.1,2513,17.9,copywriting,Peru,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.473119020123542,1.6096899501404274
4913,43.38,6.0,4.38,91,84.1,13.3,1707,33.1,digital_marketing,Guatemala,intermediate,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.27468083428698303,-0.25301612826034536
4914,31.14,4.0,4.37,35,91.0,11.6,450,34.3,customer_support,Peru,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,-0.3168553918356339,-1.1450741266730455
4915,21.87,2.2,3.82,2,87.1,39.6,450,15.7,copywriting,Costa Rica,advanced,weekends,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.9884897826592722,-0.17838276919070162
4916,19.47,1.0,4.14,12,69.0,18.1,950,12.1,digital_marketing,Argentina,advanced,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.020098492303045,-0.6295529286817737
4917,37.19,3.9,4.76,67,83.8,12.1,1498,29.4,customer_support,Guatemala,native,full_time,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.029242697944273664,-0.9532585913583363
4918,154.29,5.2,2.84,59,90.5,84.03,1377,40.2,customer_support,Colombia,intermediate,part_time,none,0,Bajo on time delivery rate / Bajo rating,-0.41324249186674966,4.765093160208509
4919,12.75,2.1,3.76,1,78.5,38.0,326,8.3,mobile_development,Costa Rica,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.522971914302955,-0.1457067694751279
4920,13.68,3.8,3.37,79,63.8,24.4,2910,15.0,web_development,Costa Rica,advanced,full_time,none,0,Bajo on time delivery rate / Bajo rating,-1.8536274005839208,0.8593572697308992
4921,8.27,1.5,4.29,33,76.0,22.2,532,13.3,machine_learning,Peru,intermediate,full_time,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.8470905236510047,-0.9954001053170144
4922,31.63,6.5,4.53,41,84.0,15.2,872,53.6,data_analysis,Argentina,basic,weekends,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.222255754790936,-0.7734281407515265
4923,151.07,3.1,2.3,101,86.7,118.07,1998,27.0,mobile_development,Chile,intermediate,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-1.5733818774909925,6.26738729286246
4924,29.83,4.1,4.78,32,95.3,5.4,1840,39.2,web_development,Chile,native,weekends,rising_talent,2,Bajo response time hours / Alto on time delivery rate,0.47258915628328446,-1.6516036454307275
4925,39.22,5.2,4.29,90,84.1,5.8,1669,35.1,graphic_design,Mexico,basic,part_time,verified,2,Bajo response time hours / Alto on time delivery rate,0.24512007300328767,-0.5187191938930795
4926,21.61,1.0,3.58,31,72.2,19.2,1349,24.3,web_development,Chile,intermediate,weekends,rising_talent,0,Bajo on time delivery rate / Bajo rating,-1.9050934744378414,-0.08627242577554128
4927,49.9,8.2,4.91,116,91.3,6.3,1479,76.8,mobile_development,Colombia,basic,weekends,none,2,Bajo response time hours / Alto on time delivery rate,2.059711556279663,-0.7786794983019698
4928,58.77,14.9,4.85,296,98.8,1.6,7052,60.5,web_development,Chile,advanced,limited,rising_talent,1,Alto completed projects / Alto experience years,4.597100203935259,0.8213890454466053
4929,30.48,4.7,4.4,50,90.5,13.0,683,36.4,digital_marketing,Costa Rica,intermediate,full_time,top_rated,2,Bajo response time hours / Alto on time delivery rate,-0.12799595622175966,-1.010370885329594
4930,21.95,2.6,4.04,4,76.5,40.2,335,13.3,graphic_design,Colombia,intermediate,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.161085196462457,-0.031670944118778854
4931,17.94,8.8,3.22,24,51.5,55.0,1208,10.5,data_analysis,Argentina,basic,weekends,none,0,Bajo on time delivery rate / Bajo rating,-2.8712454034666646,2.210516705636567
4932,30.88,6.4,3.42,10,58.2,23.9,164,19.9,mobile_development,Costa Rica,basic,full_time,verified,0,Bajo on time delivery rate / Bajo rating,-2.2168637852465207,0.8782620553455304
4933,73.91,14.7,4.78,184,94.5,6.8,3337,66.5,machine_learning,El Salvador,native,full_time,none,1,Alto completed projects / Alto experience years,3.4475173949682647,0.5976250828091552
4934,51.02,8.7,4.64,168,96.2,6.5,4764,49.3,customer_support,Guatemala,advanced,part_time,none,1,Alto completed projects / Alto experience years,2.4248165944339464,0.0002962453982983341
4935,30.4,2.0,3.8,89,58.3,38.8,2039,13.9,data_analysis,Guatemala,advanced,weekends,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.0566725192538255,1.1501957052735479
4936,33.15,2.8,3.44,28,65.4,70.8,726,7.2,machine_learning,Costa Rica,intermediate,full_time,none,0,Bajo on time delivery rate / Bajo rating,-3.119873040810123,1.9380030330904936
4937,34.83,3.6,4.71,51,88.7,10.5,1293,18.8,digital_marketing,Peru,advanced,limited,none,2,Bajo response time hours / Alto on time delivery rate,-0.18286604721217664,-1.2139337387936782
4938,66.43,9.3,4.76,100,96.2,2.3,2945,40.4,machine_learning,Colombia,advanced,full_time,none,2,Bajo response time hours / Alto on time delivery rate,2.0252174240048784,-0.34011249893270007
4939,27.39,8.2,3.65,92,49.8,66.7,2042,10.6,copywriting,Guatemala,basic,full_time,none,0,Bajo on time delivery rate / Bajo rating,-2.3208964998063712,2.658428590891887
4940,33.85,5.1,4.32,86,84.2,4.3,1791,16.2,customer_support,Colombia,advanced,limited,none,2,Bajo response time hours / Alto on time delivery rate,-0.11943008442863892,-0.6728497443114074
4941,22.29,5.1,4.54,108,86.6,10.8,1843,49.0,mobile_development,Peru,intermediate,part_time,verified,2,Bajo response time hours / Alto on time delivery rate,0.5228450097942412,-0.8983341994913603
4942,18.01,0.2,4.15,23,78.7,27.6,1065,15.1,mobile_development,Chile,basic,part_time,none,0,Bajo on time delivery rate / Bajo rating,-1.86145783119062,-0.6541309307994793
4943,53.21,11.9,4.82,188,93.8,1.8,3618,57.5,machine_learning,Guatemala,intermediate,full_time,none,1,Alto completed projects / Alto experience years,2.9105572254280077,-0.07523200801753889
4944,34.4,5.5,4.68,58,82.9,15.2,1957,45.1,customer_support,Guatemala,intermediate,limited,top_rated,2,Bajo response time hours / Alto on time delivery rate,0.3381912163108164,-0.6699275561904086
4945,24.3,3.2,4.28,90,91.1,7.9,2299,34.4,customer_support,Guatemala,advanced,limited,none,2,Bajo response time hours / Alto on time delivery rate,0.10993540680598408,-0.9593212194946806
4946,30.72,7.3,2.93,65,52.2,25.4,1581,4.1,web_development,Colombia,advanced,full_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.4035041012320955,1.9190625433919573
4947,20.24,2.7,3.63,3,67.1,28.6,427,16.4,graphic_design,El Salvador,advanced,part_time,top_rated,0,Bajo on time delivery rate / Bajo rating,-2.441398366899872,0.1992990006572647
